"go_id","go_name","root_node"
"GO:0022836","gated channel activity","molecular_function"
"GO:0030272","5-formyltetrahydrofolate cyclo-ligase activity","molecular_function"
"GO:0035999","tetrahydrofolate interconversion","biological_process"
"GO:0009513","etioplast","cellular_component"
"GO:0033384","geranyl diphosphate biosynthetic process","biological_process"
"GO:0033386","geranylgeranyl diphosphate biosynthetic process","biological_process"
"GO:0051501","diterpene phytoalexin metabolic process","biological_process"
"GO:0000492","box C/D snoRNP assembly","biological_process"
"GO:0007095","mitotic G2 DNA damage checkpoint","biological_process"
"GO:0030111","regulation of Wnt signaling pathway","biological_process"
"GO:0043486","histone exchange","biological_process"
"GO:0043141",NA,NA
"GO:0000812","Swr1 complex","cellular_component"
"GO:0035267","NuA4 histone acetyltransferase complex","cellular_component"
"GO:0097255","R2TP complex","cellular_component"
"GO:0007417","central nervous system development","biological_process"
"GO:1901038","cyanidin 3-O-glucoside metabolic process","biological_process"
"GO:0080059","flavonol 3-O-arabinosyltransferase activity","molecular_function"
"GO:0005846","nuclear cap binding complex","cellular_component"
"GO:0009961","response to 1-aminocyclopropane-1-carboxylic acid","biological_process"
"GO:0014075","response to amine","biological_process"
"GO:0005762","mitochondrial large ribosomal subunit","cellular_component"
"GO:0001932","regulation of protein phosphorylation","biological_process"
"GO:0051591","response to cAMP","biological_process"
"GO:0018026","peptidyl-lysine monomethylation","biological_process"
"GO:0031510","SUMO activating enzyme complex","cellular_component"
"GO:0019948","SUMO activating enzyme activity","molecular_function"
"GO:0045165","cell fate commitment","biological_process"
"GO:0045930","negative regulation of mitotic cell cycle","biological_process"
"GO:0006233","dTDP biosynthetic process","biological_process"
"GO:0016602","CCAAT-binding factor complex","cellular_component"
"GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","molecular_function"
"GO:0007518","myoblast fate determination","biological_process"
"GO:0007527","adult somatic muscle development","biological_process"
"GO:0048766","root hair initiation","biological_process"
"GO:0008477","purine nucleosidase activity","molecular_function"
"GO:0006091","generation of precursor metabolites and energy","biological_process"
"GO:0004140","dephospho-CoA kinase activity","molecular_function"
"GO:0010279","indole-3-acetic acid amido synthetase activity","molecular_function"
"GO:0005640","nuclear outer membrane","cellular_component"
"GO:0006452","translational frameshifting","biological_process"
"GO:0034050","host programmed cell death induced by symbiont","biological_process"
"GO:0045901","positive regulation of translational elongation","biological_process"
"GO:0045905","positive regulation of translational termination","biological_process"
"GO:0001872","(1->3)-beta-D-glucan binding","molecular_function"
"GO:0033961","cis-stilbene-oxide hydrolase activity","molecular_function"
"GO:0050357","tropinesterase activity","molecular_function"
"GO:0045604","regulation of epidermal cell differentiation","biological_process"
"GO:0070932","histone H3 deacetylation","biological_process"
"GO:0000727","double-strand break repair via break-induced replication","biological_process"
"GO:0004478","methionine adenosyltransferase activity","molecular_function"
"GO:1901566","organonitrogen compound biosynthetic process","biological_process"
"GO:0010327","acetyl CoA:(Z)-3-hexen-1-ol acetyltransferase activity","molecular_function"
"GO:0010231","maintenance of seed dormancy","biological_process"
"GO:0015334","high-affinity oligopeptide transmembrane transporter activity","molecular_function"
"GO:0042936",NA,NA
"GO:0042937","tripeptide transmembrane transporter activity","molecular_function"
"GO:0042938","dipeptide transport","biological_process"
"GO:0042939","tripeptide transport","biological_process"
"GO:0008124","4-alpha-hydroxytetrahydrobiopterin dehydratase activity","molecular_function"
"GO:0019866","organelle inner membrane","cellular_component"
"GO:0000234","phosphoethanolamine N-methyltransferase activity","molecular_function"
"GO:0006656","phosphatidylcholine biosynthetic process","biological_process"
"GO:0003906","DNA-(apurinic or apyrimidinic site) endonuclease activity","molecular_function"
"GO:0051059","NF-kappaB binding","molecular_function"
"GO:0032587","ruffle membrane","cellular_component"
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","biological_process"
"GO:0032088","negative regulation of NF-kappaB transcription factor activity","biological_process"
"GO:0045738","negative regulation of DNA repair","biological_process"
"GO:0097202","activation of cysteine-type endopeptidase activity","biological_process"
"GO:0006513","protein monoubiquitination","biological_process"
"GO:0010381","peroxisome-chloroplast membrane tethering","biological_process"
"GO:0071528","tRNA re-export from nucleus","biological_process"
"GO:0004341","gluconolactonase activity","molecular_function"
"GO:0009821","alkaloid biosynthetic process","biological_process"
"GO:0006591","ornithine metabolic process","biological_process"
"GO:0016743","carboxyl- or carbamoyltransferase activity","molecular_function"
"GO:0051651","maintenance of location in cell","biological_process"
"GO:0046365","monosaccharide catabolic process","biological_process"
"GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process"
"GO:0000461","endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process"
"GO:0006407","rRNA export from nucleus","biological_process"
"GO:0019481","L-alanine catabolic process, by transamination","biological_process"
"GO:0004021","L-alanine:2-oxoglutarate aminotransferase activity","molecular_function"
"GO:0004723","calcium-dependent protein serine/threonine phosphatase activity","molecular_function"
"GO:0043864","indoleacetamide hydrolase activity","molecular_function"
"GO:0031359","integral component of chloroplast outer membrane","cellular_component"
"GO:0000275","mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)","cellular_component"
"GO:0050613","delta14-sterol reductase activity","molecular_function"
"GO:0010026","trichome differentiation","biological_process"
"GO:0010482","regulation of epidermal cell division","biological_process"
"GO:0098755","maintenance of seed dormancy by absisic acid","biological_process"
"GO:0003849","3-deoxy-7-phosphoheptulonate synthase activity","molecular_function"
"GO:0035657","eRF1 methyltransferase complex","cellular_component"
"GO:0043528","tRNA (m2G10) methyltransferase complex","cellular_component"
"GO:0018364","peptidyl-glutamine methylation","biological_process"
"GO:0070476","rRNA (guanine-N7)-methylation","biological_process"
"GO:0032786","positive regulation of DNA-templated transcription, elongation","biological_process"
"GO:0034243","regulation of transcription elongation from RNA polymerase II promoter","biological_process"
"GO:0032044","DSIF complex","cellular_component"
"GO:0032578","aleurone grain membrane","cellular_component"
"GO:0043995","histone acetyltransferase activity (H4-K5 specific)","molecular_function"
"GO:2000028","regulation of photoperiodism, flowering","biological_process"
"GO:0000170","sphingosine hydroxylase activity","molecular_function"
"GO:0000254","C-4 methylsterol oxidase activity","molecular_function"
"GO:0010235","guard mother cell cytokinesis","biological_process"
"GO:0010376","stomatal complex formation","biological_process"
"GO:0010444","guard mother cell differentiation","biological_process"
"GO:0032875","regulation of DNA endoreduplication","biological_process"
"GO:1901333","positive regulation of lateral root development","biological_process"
"GO:1902806","regulation of cell cycle G1/S phase transition","biological_process"
"GO:2000037","regulation of stomatal complex patterning","biological_process"
"GO:0004798","thymidylate kinase activity","molecular_function"
"GO:0009041","uridylate kinase activity","molecular_function"
"GO:0006227","dUDP biosynthetic process","biological_process"
"GO:0006235","dTTP biosynthetic process","biological_process"
"GO:0005998","xylulose catabolic process","biological_process"
"GO:0031357","integral component of chloroplast inner membrane","cellular_component"
"GO:0015292","uniporter activity","molecular_function"
"GO:0035407","histone H3-T11 phosphorylation","biological_process"
"GO:0072355","histone H3-T3 phosphorylation","biological_process"
"GO:0035402","histone kinase activity (H3-T11 specific)","molecular_function"
"GO:0072354","histone kinase activity (H3-T3 specific)","molecular_function"
"GO:0010555","response to mannitol","biological_process"
"GO:0043266","regulation of potassium ion transport","biological_process"
"GO:0008395","steroid hydroxylase activity","molecular_function"
"GO:0005753","mitochondrial proton-transporting ATP synthase complex","cellular_component"
"GO:0051340","regulation of ligase activity","biological_process"
"GO:0034045","phagophore assembly site membrane","cellular_component"
"GO:0035269","protein O-linked mannosylation","biological_process"
"GO:0070449","elongin complex","cellular_component"
"GO:0006337","nucleosome disassembly","biological_process"
"GO:0048096","chromatin-mediated maintenance of transcription","biological_process"
"GO:0035060","brahma complex","cellular_component"
"GO:0070604",NA,NA
"GO:0071564","npBAF complex","cellular_component"
"GO:0071565","nBAF complex","cellular_component"
"GO:0032947",NA,NA
"GO:0006990","positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response","biological_process"
"GO:0000349","generation of catalytic spliceosome for first transesterification step","biological_process"
"GO:0001824","blastocyst development","biological_process"
"GO:0006283","transcription-coupled nucleotide-excision repair","biological_process"
"GO:0070330","aromatase activity","molecular_function"
"GO:0004860","protein kinase inhibitor activity","molecular_function"
"GO:0048871","multicellular organismal homeostasis","biological_process"
"GO:0001934","positive regulation of protein phosphorylation","biological_process"
"GO:0005746","mitochondrial respirasome","cellular_component"
"GO:1904215","regulation of protein import into chloroplast stroma","biological_process"
"GO:0000973","posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery","biological_process"
"GO:0034398","telomere tethering at nuclear periphery","biological_process"
"GO:1902446","regulation of shade avoidance","biological_process"
"GO:0044614","nuclear pore cytoplasmic filaments","cellular_component"
"GO:0001302","replicative cell aging","biological_process"
"GO:0008285","negative regulation of cell population proliferation","biological_process"
"GO:0030120","vesicle coat","cellular_component"
"GO:0050482","arachidonic acid secretion","biological_process"
"GO:0035024","negative regulation of Rho protein signal transduction","biological_process"
"GO:0017048","Rho GTPase binding","molecular_function"
"GO:0008967","phosphoglycolate phosphatase activity","molecular_function"
"GO:0019955","cytokine binding","molecular_function"
"GO:0008655","pyrimidine-containing compound salvage","biological_process"
"GO:0019858","cytosine metabolic process","biological_process"
"GO:0046087","cytidine metabolic process","biological_process"
"GO:0004000","adenosine deaminase activity","molecular_function"
"GO:0006154","adenosine catabolic process","biological_process"
"GO:0009168","purine ribonucleoside monophosphate biosynthetic process","biological_process"
"GO:0043103","hypoxanthine salvage","biological_process"
"GO:0046103","inosine biosynthetic process","biological_process"
"GO:0006489","dolichyl diphosphate biosynthetic process","biological_process"
"GO:0003975","UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity","molecular_function"
"GO:0008963","phospho-N-acetylmuramoyl-pentapeptide-transferase activity","molecular_function"
"GO:0031426","polycistronic mRNA processing","biological_process"
"GO:0000472","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process"
"GO:0000480","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process"
"GO:0034462","small-subunit processome assembly","biological_process"
"GO:0015205","nucleobase transmembrane transporter activity","molecular_function"
"GO:0010432","bract development","biological_process"
"GO:0035266","meristem growth","biological_process"
"GO:0002165","instar larval or pupal development","biological_process"
"GO:0016458","gene silencing","biological_process"
"GO:0019919","peptidyl-arginine methylation, to asymmetrical-dimethyl arginine","biological_process"
"GO:0033146","regulation of intracellular estrogen receptor signaling pathway","biological_process"
"GO:0034970","histone H3-R2 methylation","biological_process"
"GO:0034971","histone H3-R17 methylation","biological_process"
"GO:0034972","histone H3-R26 methylation","biological_process"
"GO:0035078","induction of programmed cell death by ecdysone","biological_process"
"GO:0042276","error-prone translesion synthesis","biological_process"
"GO:0045600","positive regulation of fat cell differentiation","biological_process"
"GO:1902884","positive regulation of response to oxidative stress","biological_process"
"GO:0016035","zeta DNA polymerase complex","cellular_component"
"GO:0016277","[myelin basic protein]-arginine N-methyltransferase activity","molecular_function"
"GO:0035241","protein-arginine omega-N monomethyltransferase activity","molecular_function"
"GO:0035242","protein-arginine omega-N asymmetric methyltransferase activity","molecular_function"
"GO:0035642","histone methyltransferase activity (H3-R17 specific)","molecular_function"
"GO:0070577","lysine-acetylated histone binding","molecular_function"
"GO:0045927","positive regulation of growth","biological_process"
"GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","biological_process"
"GO:0000460","maturation of 5.8S rRNA","biological_process"
"GO:0008290","F-actin capping protein complex","cellular_component"
"GO:0030018","Z disc","cellular_component"
"GO:0051016","barbed-end actin filament capping","biological_process"
"GO:0051645","Golgi localization","biological_process"
"GO:0051646","mitochondrion localization","biological_process"
"GO:0060151","peroxisome localization","biological_process"
"GO:0002696","positive regulation of leukocyte activation","biological_process"
"GO:0050767","regulation of neurogenesis","biological_process"
"GO:0097249",NA,NA
"GO:0016866","intramolecular transferase activity","molecular_function"
"GO:0017099","very-long-chain-acyl-CoA dehydrogenase activity","molecular_function"
"GO:0070991","medium-chain-acyl-CoA dehydrogenase activity","molecular_function"
"GO:0048732","gland development","biological_process"
"GO:0099513","polymeric cytoskeletal fiber","cellular_component"
"GO:0010208","pollen wall assembly","biological_process"
"GO:0071668","plant-type cell wall assembly","biological_process"
"GO:1905039","carboxylic acid transmembrane transport","biological_process"
"GO:0009268","response to pH","biological_process"
"GO:2000034","regulation of seed maturation","biological_process"
"GO:0018209","peptidyl-serine modification","biological_process"
"GO:0051924","regulation of calcium ion transport","biological_process"
"GO:0004382","guanosine-diphosphatase activity","molecular_function"
"GO:0045134","uridine-diphosphatase activity","molecular_function"
"GO:1990003","IDP phosphatase activity","molecular_function"
"GO:0035587",NA,NA
"GO:0005832","chaperonin-containing T-complex","cellular_component"
"GO:0001501","skeletal system development","biological_process"
"GO:0043087","regulation of GTPase activity","biological_process"
"GO:0044431",NA,NA
"GO:0030142","COPI-coated Golgi to ER transport vesicle","cellular_component"
"GO:0031572","G2 DNA damage checkpoint","biological_process"
"GO:0042770","signal transduction in response to DNA damage","biological_process"
"GO:0010337","regulation of salicylic acid metabolic process","biological_process"
"GO:0044613","nuclear pore central transport channel","cellular_component"
"GO:0044615","nuclear pore nuclear basket","cellular_component"
"GO:0006405","RNA export from nucleus","biological_process"
"GO:0070361",NA,NA
"GO:0070407","oxidation-dependent protein catabolic process","biological_process"
"GO:0008716","D-alanine-D-alanine ligase activity","molecular_function"
"GO:0009252","peptidoglycan biosynthetic process","biological_process"
"GO:0008566","mitochondrial protein-transporting ATPase activity","molecular_function"
"GO:0000022","mitotic spindle elongation","biological_process"
"GO:0045899","positive regulation of RNA polymerase II transcriptional preinitiation complex assembly","biological_process"
"GO:0031595","nuclear proteasome complex","cellular_component"
"GO:0098781","ncRNA transcription","biological_process"
"GO:0016720","delta12-fatty acid dehydrogenase activity","molecular_function"
"GO:0042389","omega-3 fatty acid desaturase activity","molecular_function"
"GO:0010601","positive regulation of auxin biosynthetic process","biological_process"
"GO:0034088","maintenance of mitotic sister chromatid cohesion","biological_process"
"GO:0034421","post-translational protein acetylation","biological_process"
"GO:0031390","Ctf18 RFC-like complex","cellular_component"
"GO:0004372","glycine hydroxymethyltransferase activity","molecular_function"
"GO:0006544","glycine metabolic process","biological_process"
"GO:0015853","adenine transport","biological_process"
"GO:0015854","guanine transport","biological_process"
"GO:1904823","purine nucleobase transmembrane transport","biological_process"
"GO:0006000","fructose metabolic process","biological_process"
"GO:0006003","fructose 2,6-bisphosphate metabolic process","biological_process"
"GO:0010480","microsporocyte differentiation","biological_process"
"GO:0048229","gametophyte development","biological_process"
"GO:0006402","mRNA catabolic process","biological_process"
"GO:0009517","PSII associated light-harvesting complex II","cellular_component"
"GO:0030775","glucuronoxylan 4-O-methyltransferase activity","molecular_function"
"GO:0031463","Cul3-RING ubiquitin ligase complex","cellular_component"
"GO:0080037","negative regulation of cytokinin-activated signaling pathway","biological_process"
"GO:0003984","acetolactate synthase activity","molecular_function"
"GO:0005948","acetolactate synthase complex","cellular_component"
"GO:0006551","leucine metabolic process","biological_process"
"GO:0033743","peptide-methionine (R)-S-oxide reductase activity","molecular_function"
"GO:0010272","response to silver ion","biological_process"
"GO:0071217","cellular response to external biotic stimulus","biological_process"
"GO:0060090","molecular adaptor activity","molecular_function"
"GO:0008333","endosome to lysosome transport","biological_process"
"GO:0045053","protein retention in Golgi apparatus","biological_process"
"GO:0030906","retromer, cargo-selective complex","cellular_component"
"GO:0004799","thymidylate synthase activity","molecular_function"
"GO:0006231","dTMP biosynthetic process","biological_process"
"GO:0009257","10-formyltetrahydrofolate biosynthetic process","biological_process"
"GO:0000375","RNA splicing, via transesterification reactions","biological_process"
"GO:0072512","trivalent inorganic cation transport","biological_process"
"GO:0005976","polysaccharide metabolic process","biological_process"
"GO:0019320","hexose catabolic process","biological_process"
"GO:0033879","acetylajmaline esterase activity","molecular_function"
"GO:0009264","deoxyribonucleotide catabolic process","biological_process"
"GO:0008253","5'-nucleotidase activity","molecular_function"
"GO:0004363","glutathione synthase activity","molecular_function"
"GO:0071446","cellular response to salicylic acid stimulus","biological_process"
"GO:0071470","cellular response to osmotic stress","biological_process"
"GO:0008515","sucrose transmembrane transporter activity","molecular_function"
"GO:0043207","response to external biotic stimulus","biological_process"
"GO:0004828","serine-tRNA ligase activity","molecular_function"
"GO:0006434","seryl-tRNA aminoacylation","biological_process"
"GO:0008824","cyanate hydratase activity","molecular_function"
"GO:0009439","cyanate metabolic process","biological_process"
"GO:0004559","alpha-mannosidase activity","molecular_function"
"GO:0006013","mannose metabolic process","biological_process"
"GO:0004596","peptide alpha-N-acetyltransferase activity","molecular_function"
"GO:0031417","NatC complex","cellular_component"
"GO:0048598","embryonic morphogenesis","biological_process"
"GO:0004090","carbonyl reductase (NADPH) activity","molecular_function"
"GO:0018065","protein-cofactor linkage","biological_process"
"GO:0009715","chalcone biosynthetic process","biological_process"
"GO:0016210","naringenin-chalcone synthase activity","molecular_function"
"GO:0050350","trihydroxystilbene synthase activity","molecular_function"
"GO:0017049","GTP-Rho binding","molecular_function"
"GO:0001558","regulation of cell growth","biological_process"
"GO:0006349","regulation of gene expression by genetic imprinting","biological_process"
"GO:0010377","guard cell fate commitment","biological_process"
"GO:0022619","generative cell differentiation","biological_process"
"GO:1903866","palisade mesophyll development","biological_process"
"GO:2000036","regulation of stem cell population maintenance","biological_process"
"GO:2000653","regulation of genetic imprinting","biological_process"
"GO:0016174","NAD(P)H oxidase (H(2)O(2)-forming activity","molecular_function"
"GO:0007231","osmosensory signaling pathway","biological_process"
"GO:0033198","response to ATP","biological_process"
"GO:0033500","carbohydrate homeostasis","biological_process"
"GO:0010013","N-1-naphthylphthalamic acid binding","molecular_function"
"GO:0006686","sphingomyelin biosynthetic process","biological_process"
"GO:0046511","sphinganine biosynthetic process","biological_process"
"GO:0071108","protein K48-linked deubiquitination","biological_process"
"GO:0019433","triglyceride catabolic process","biological_process"
"GO:0016748","succinyltransferase activity","molecular_function"
"GO:0001047","core promoter binding","molecular_function"
"GO:0006725","cellular aromatic compound metabolic process","biological_process"
"GO:0034754","cellular hormone metabolic process","biological_process"
"GO:0042401","cellular biogenic amine biosynthetic process","biological_process"
"GO:0042953","lipoprotein transport","biological_process"
"GO:0004838","L-tyrosine:2-oxoglutarate aminotransferase activity","molecular_function"
"GO:0033855","nicotianamine aminotransferase activity","molecular_function"
"GO:0080130","L-phenylalanine:2-oxoglutarate aminotransferase activity","molecular_function"
"GO:0008083","growth factor activity","molecular_function"
"GO:0001822","kidney development","biological_process"
"GO:0006593","ornithine catabolic process","biological_process"
"GO:0015940","pantothenate biosynthetic process","biological_process"
"GO:0050695","benzoylformate decarboxylase activity","molecular_function"
"GO:0000154","rRNA modification","biological_process"
"GO:0042178","xenobiotic catabolic process","biological_process"
"GO:0050505","hydroquinone glucosyltransferase activity","molecular_function"
"GO:0016272","prefoldin complex","cellular_component"
"GO:0000722","telomere maintenance via recombination","biological_process"
"GO:0032201","telomere maintenance via semi-conservative replication","biological_process"
"GO:0051570","regulation of histone H3-K9 methylation","biological_process"
"GO:0009662","etioplast organization","biological_process"
"GO:0046608","carotenoid isomerase activity","molecular_function"
"GO:0017022","myosin binding","molecular_function"
"GO:0008398","sterol 14-demethylase activity","molecular_function"
"GO:0051050","positive regulation of transport","biological_process"
"GO:0046688","response to copper ion","biological_process"
"GO:0000454","snoRNA guided rRNA pseudouridine synthesis","biological_process"
"GO:0031120","snRNA pseudouridine synthesis","biological_process"
"GO:0034513","box H/ACA snoRNA binding","molecular_function"
"GO:0031429","box H/ACA snoRNP complex","cellular_component"
"GO:0019439","aromatic compound catabolic process","biological_process"
"GO:0034046","poly(G) binding","molecular_function"
"GO:0045229","external encapsulating structure organization","biological_process"
"GO:0010364","regulation of ethylene biosynthetic process","biological_process"
"GO:0017145","stem cell division","biological_process"
"GO:0007229","integrin-mediated signaling pathway","biological_process"
"GO:0045786","negative regulation of cell cycle","biological_process"
"GO:0005126","cytokine receptor binding","molecular_function"
"GO:0016859","cis-trans isomerase activity","molecular_function"
"GO:0016048","detection of temperature stimulus","biological_process"
"GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","cellular_component"
"GO:0034245","mitochondrial DNA-directed RNA polymerase complex","cellular_component"
"GO:0000372","Group I intron splicing","biological_process"
"GO:0045664","regulation of neuron differentiation","biological_process"
"GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process"
"GO:0030838","positive regulation of actin filament polymerization","biological_process"
"GO:0030950","establishment or maintenance of actin cytoskeleton polarity","biological_process"
"GO:0031152","aggregation involved in sorocarp development","biological_process"
"GO:0031505","fungal-type cell wall organization","biological_process"
"GO:0032148","activation of protein kinase B activity","biological_process"
"GO:0043327","chemotaxis to cAMP","biological_process"
"GO:0043520","regulation of myosin II filament assembly","biological_process"
"GO:1900088","regulation of inositol biosynthetic process","biological_process"
"GO:1900091","regulation of raffinose biosynthetic process","biological_process"
"GO:0031234","extrinsic component of cytoplasmic side of plasma membrane","cellular_component"
"GO:0031932","TORC2 complex","cellular_component"
"GO:0000132","establishment of mitotic spindle orientation","biological_process"
"GO:0000236","mitotic prometaphase","biological_process"
"GO:0007080","mitotic metaphase plate congression","biological_process"
"GO:0000777","condensed chromosome kinetochore","cellular_component"
"GO:1990423","RZZ complex","cellular_component"
"GO:0019237","centromeric DNA binding","molecular_function"
"GO:0008616","queuosine biosynthetic process","biological_process"
"GO:0008479","queuine tRNA-ribosyltransferase activity","molecular_function"
"GO:0048487","beta-tubulin binding","molecular_function"
"GO:0003400","regulation of COPII vesicle coating","biological_process"
"GO:0005090","Sar guanyl-nucleotide exchange factor activity","molecular_function"
"GO:0006570","tyrosine metabolic process","biological_process"
"GO:0004411","homogentisate 1,2-dioxygenase activity","molecular_function"
"GO:0008187","poly-pyrimidine tract binding","molecular_function"
"GO:0030628","pre-mRNA 3'-splice site binding","molecular_function"
"GO:0089701","U2AF","cellular_component"
"GO:0051119","sugar transmembrane transporter activity","molecular_function"
"GO:0000150","recombinase activity","molecular_function"
"GO:0016052","carbohydrate catabolic process","biological_process"
"GO:0010071","root meristem specification","biological_process"
"GO:0003841","1-acylglycerol-3-phosphate O-acyltransferase activity","molecular_function"
"GO:0070646","protein modification by small protein removal","biological_process"
"GO:0016722","oxidoreductase activity, oxidizing metal ions","molecular_function"
"GO:0033962","cytoplasmic mRNA processing body assembly","biological_process"
"GO:0055082","cellular chemical homeostasis","biological_process"
"GO:0060195","negative regulation of antisense RNA transcription","biological_process"
"GO:0051455","monopolar spindle attachment to meiosis I kinetochore","biological_process"
"GO:0051754","meiotic sister chromatid cohesion, centromeric","biological_process"
"GO:0018126","protein hydroxylation","biological_process"
"GO:0009710","tropane alkaloid biosynthetic process","biological_process"
"GO:0050356","tropine dehydrogenase activity","molecular_function"
"GO:0006772","thiamine metabolic process","biological_process"
"GO:0004366","glycerol-3-phosphate O-acyltransferase activity","molecular_function"
"GO:0090447","glycerol-3-phosphate 2-O-acyltransferase activity","molecular_function"
"GO:0080079","cellobiose glucosidase activity","molecular_function"
"GO:0050590","desacetoxyvindoline 4-hydroxylase activity","molecular_function"
"GO:0003860","3-hydroxyisobutyryl-CoA hydrolase activity","molecular_function"
"GO:0006696","ergosterol biosynthetic process","biological_process"
"GO:0008637","apoptotic mitochondrial changes","biological_process"
"GO:0002183","cytoplasmic translational initiation","biological_process"
"GO:0051601","exocyst localization","biological_process"
"GO:0010405","arabinogalactan protein metabolic process","biological_process"
"GO:0018258","protein O-linked glycosylation via hydroxyproline","biological_process"
"GO:1900056","negative regulation of leaf senescence","biological_process"
"GO:0047220","galactosylxylosylprotein 3-beta-galactosyltransferase activity","molecular_function"
"GO:1990714","hydroxyproline O-galactosyltransferase activity","molecular_function"
"GO:0003917","DNA topoisomerase type I (single strand cut, ATP-independent) activity","molecular_function"
"GO:0048446","petal morphogenesis","biological_process"
"GO:0016901","oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor","molecular_function"
"GO:0045292","mRNA cis splicing, via spliceosome","biological_process"
"GO:0051180","vitamin transport","biological_process"
"GO:0007163","establishment or maintenance of cell polarity","biological_process"
"GO:0048041","focal adhesion assembly","biological_process"
"GO:0016667","oxidoreductase activity, acting on a sulfur group of donors","molecular_function"
"GO:0000350","generation of catalytic spliceosome for second transesterification step","biological_process"
"GO:0000389","mRNA 3'-splice site recognition","biological_process"
"GO:0000384","first spliceosomal transesterification activity","molecular_function"
"GO:0071020","post-spliceosomal complex","cellular_component"
"GO:0051494","negative regulation of cytoskeleton organization","biological_process"
"GO:0071702","organic substance transport","biological_process"
"GO:0071483","cellular response to blue light","biological_process"
"GO:0071490","cellular response to far red light","biological_process"
"GO:0071491","cellular response to red light","biological_process"
"GO:0015231","5-formyltetrahydrofolate transmembrane transporter activity","molecular_function"
"GO:0015350","methotrexate transmembrane transporter activity","molecular_function"
"GO:0015885","5-formyltetrahydrofolate transport","biological_process"
"GO:0051958","methotrexate transport","biological_process"
"GO:0010120","camalexin biosynthetic process","biological_process"
"GO:1901527","abscisic acid-activated signaling pathway involved in stomatal movement","biological_process"
"GO:1901528","hydrogen peroxide mediated signaling pathway involved in stomatal movement","biological_process"
"GO:0045962","positive regulation of development, heterochronic","biological_process"
"GO:0007276","gamete generation","biological_process"
"GO:0044419","interspecies interaction between organisms","biological_process"
"GO:0032366","intracellular sterol transport","biological_process"
"GO:0003863","3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity","molecular_function"
"GO:0005947","mitochondrial alpha-ketoglutarate dehydrogenase complex","cellular_component"
"GO:0017086","3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex","cellular_component"
"GO:0043617","cellular response to sucrose starvation","biological_process"
"GO:0017000","antibiotic biosynthetic process","biological_process"
"GO:0048575","short-day photoperiodism, flowering","biological_process"
"GO:0016216","isopenicillin-N synthase activity","molecular_function"
"GO:0045544","gibberellin 20-oxidase activity","molecular_function"
"GO:0009650","UV protection","biological_process"
"GO:0004458","D-lactate dehydrogenase (cytochrome) activity","molecular_function"
"GO:0008720","D-lactate dehydrogenase activity","molecular_function"
"GO:0019154","glycolate dehydrogenase activity","molecular_function"
"GO:0051990","(R)-2-hydroxyglutarate dehydrogenase activity","molecular_function"
"GO:0019516","lactate oxidation","biological_process"
"GO:0051596","methylglyoxal catabolic process","biological_process"
"GO:0010199","organ boundary specification between lateral organs and the meristem","biological_process"
"GO:0046173","polyol biosynthetic process","biological_process"
"GO:0033771","licodione synthase activity","molecular_function"
"GO:0046790","virion binding","molecular_function"
"GO:0051173","positive regulation of nitrogen compound metabolic process","biological_process"
"GO:0006982","response to lipid hydroperoxide","biological_process"
"GO:0008615","pyridoxine biosynthetic process","biological_process"
"GO:0010335","response to non-ionic osmotic stress","biological_process"
"GO:0042823","pyridoxal phosphate biosynthetic process","biological_process"
"GO:0008453","alanine-glyoxylate transaminase activity","molecular_function"
"GO:0047958","glycine:2-oxoglutarate aminotransferase activity","molecular_function"
"GO:0004597","peptide-aspartate beta-dioxygenase activity","molecular_function"
"GO:0030268","methylenetetrahydromethanopterin dehydrogenase activity","molecular_function"
"GO:0034508","centromere complex assembly","biological_process"
"GO:0051177","meiotic sister chromatid cohesion","biological_process"
"GO:0009039","urease activity","molecular_function"
"GO:0016151","nickel cation binding","molecular_function"
"GO:0043419","urea catabolic process","biological_process"
"GO:1990269","RNA polymerase II C-terminal domain phosphoserine binding","molecular_function"
